orderDate,orderNumber,quantityOrdered,priceEach,productName,productLine,buyPrice,city,country,Sales Value,Cost of Sales,Net Profit,Total_Revenue
11-03-2004,10229,33,34.65,1958 Chevy Corvette Limited Edition,Classic Cars,15.91,San Rafael,USA,1143,525.03,618.42,1143.45
11-03-2004,10229,25,78.97,1980’s GM Manhattan Express,Trucks and Buses,53.93,San Rafael,USA,1974,1348.25,626,1974.25
11-03-2004,10229,23,49.78,1954 Greyhound Scenicruiser,Trucks and Buses,25.98,San Rafael,USA,1145,597.54,547.4,1144.94
11-03-2004,10229,30,52.36,1996 Peterbilt 379 Stake Bed with Outrigger,Trucks and Buses,33.61,San Rafael,USA,1571,1008.3,562.5,1570.8
11-03-2004,10229,50,91.04,1982 Camaro Z28,Classic Cars,46.53,San Rafael,USA,4552,2326.5,2225.5,4552
15-03-2004,10230,43,128.42,1969 Corvair Monza,Classic Cars,89.14,Frankfurt,Germany,5522,3833.02,1689.04,5522.06
15-03-2004,10230,49,153.91,1998 Chrysler Plymouth Prowler,Classic Cars,101.51,Frankfurt,Germany,7542,4973.99,2567.6,7541.59
15-03-2004,10230,42,142.18,1970 Triumph Spitfire,Classic Cars,91.92,Frankfurt,Germany,5972,3860.64,2110.92,5971.56
15-03-2004,10230,36,47.4,1970 Dodge Coronet,Classic Cars,32.37,Frankfurt,Germany,1706,1165.32,541.08,1706.4
15-03-2004,10230,45,99.36,1992 Porsche Cayenne Turbo Silver,Classic Cars,69.78,Frankfurt,Germany,4471,3140.1,1331.1,4471.2
15-03-2004,10230,46,59.03,1950's Chicago Surface Lines Streetcar,Trains,26.72,Frankfurt,Germany,2715,1229.12,1486.26,2715.38
15-03-2004,10230,34,100.7,Diamond T620 Semi-Skirted Tanker,Trucks and Buses,68.29,Frankfurt,Germany,3424,2321.86,1101.94,3423.8
15-03-2004,10230,43,57.41,1962 City of Detroit Streetcar,Trains,37.49,Frankfurt,Germany,2469,1612.07,856.56,2468.63
19-03-2004,10231,42,193.25,2001 Ferrari Enzo,Classic Cars,95.59,Madrid,Spain,8116,4014.78,4101.72,8116.5
19-03-2004,10231,49,147.07,1969 Ford Falcon,Classic Cars,83.05,Madrid,Spain,7206,4069.45,3136.98,7206.43
20-03-2004,10232,22,133.86,1903 Ford Model A,Vintage Cars,68.3,Cowes,UK,2945,1502.6,1442.32,2944.92
20-03-2004,10232,48,97.81,Collectable Wooden Train,Trains,67.56,Cowes,UK,4695,3242.88,1452,4694.88
20-03-2004,10232,23,78.12,1904 Buick Runabout,Vintage Cars,52.66,Cowes,UK,1797,1211.18,585.58,1796.76
20-03-2004,10232,46,113.06,18th century schooner,Ships,82.34,Cowes,UK,5201,3787.64,1413.12,5200.76
20-03-2004,10232,26,84.88,The Mayflower,Ships,43.3,Cowes,UK,2207,1125.8,1081.08,2206.88
20-03-2004,10232,48,86.15,The Titanic,Ships,51.09,Cowes,UK,4135,2452.32,1682.88,4135.2
20-03-2004,10232,35,81.43,The Queen Mary,Ships,53.63,Cowes,UK,2850,1877.05,973,2850.05
20-03-2004,10232,24,48.59,Pont Yacht,Ships,33.3,Cowes,UK,1166,799.2,366.96,1166.16
29-03-2004,10233,40,70.81,1912 Ford Model T Delivery Wagon,Vintage Cars,46.91,Newark,USA,2832,1876.4,956,2832.4
29-03-2004,10233,36,66,The Schooner Bluenose,Ships,34,Newark,USA,2376,1224,1152,2376
29-03-2004,10233,29,67.94,The USS Constitution Ship,Ships,33.97,Newark,USA,1970,985.13,985.13,1970.26
30-03-2004,10234,48,118.32,1972 Alfa Romeo GTA,Classic Cars,85.68,Wellington,New Zealand,5679,4112.64,1566.72,5679.36
30-03-2004,10234,50,146.65,1980s Black Hawk Helicopter,Planes,77.27,Wellington,New Zealand,7332,3863.5,3469,7332.5
30-03-2004,10234,48,84.3,1999 Yamaha Speed Boat,Ships,51.61,Wellington,New Zealand,4046,2477.28,1569.12,4046.4
30-03-2004,10234,39,85.75,1941 Chevrolet Special Deluxe Cabriolet,Vintage Cars,64.58,Wellington,New Zealand,3344,2518.62,825.63,3344.25
30-03-2004,10234,44,67.14,1900s Vintage Bi-Plane,Planes,34.25,Wellington,New Zealand,2954,1507,1447.16,2954.16
30-03-2004,10234,25,65.09,1937 Horch 930V Limousine,Vintage Cars,26.3,Wellington,New Zealand,1627,657.5,969.75,1627.25
30-03-2004,10234,31,78.83,1940 Ford Delivery Sedan,Vintage Cars,48.64,Wellington,New Zealand,2444,1507.84,935.89,2443.73
30-03-2004,10234,29,83.28,HMS Bounty,Ships,39.83,Wellington,New Zealand,2415,1155.07,1260.05,2415.12
30-03-2004,10234,40,45.69,Boeing X-32A JSF,Planes,32.77,Wellington,New Zealand,1828,1310.8,516.8,1827.6
02-04-2004,10235,24,81.95,P-51-D Mustang,Planes,49,Tsawassen,Canada,1967,1176,790.8,1966.8
02-04-2004,10235,23,89.72,1928 British Royal Navy Airplane,Planes,66.74,Tsawassen,Canada,2064,1535.02,528.54,2063.56
02-04-2004,10235,33,55.27,Corsair F4U ( Bird Cage),Planes,29.34,Tsawassen,Canada,1824,968.22,855.69,1823.91
02-04-2004,10235,40,63.03,1900s Vintage Tri-Plane,Planes,36.23,Tsawassen,Canada,2521,1449.2,1072,2521.2
02-04-2004,10235,41,90.9,1997 BMW F650 ST,Motorcycles,66.92,Tsawassen,Canada,3727,2743.72,983.18,3726.9
02-04-2004,10235,34,66.73,1928 Ford Phaeton Deluxe,Vintage Cars,33.02,Tsawassen,Canada,2269,1122.68,1146.14,2268.82
02-04-2004,10235,41,37.09,1930 Buick Marquette Phaeton,Vintage Cars,27.06,Tsawassen,Canada,1521,1109.46,411.23,1520.69
02-04-2004,10235,25,88.6,American Airlines: B767-300,Planes,51.15,Tsawassen,Canada,2215,1278.75,936.25,2215
02-04-2004,10235,38,92.74,America West Airlines B757-200,Planes,68.8,Tsawassen,Canada,3524,2614.4,909.72,3524.12
02-04-2004,10235,25,116.28,ATA: B757-300,Planes,59.33,Tsawassen,Canada,2907,1483.25,1423.75,2907
02-04-2004,10235,32,73.6,F/A 18 Hornet 1/72,Planes,54.4,Tsawassen,Canada,2355,1740.8,614.4,2355.2
02-04-2004,10235,34,70.33,American Airlines: MD-11S,Planes,36.27,Tsawassen,Canada,2391,1233.18,1158.04,2391.22
03-04-2004,10236,22,105.86,1996 Moto Guzzi 1100i,Motorcycles,68.99,Philadelphia,USA,2329,1517.78,811.14,2328.92
03-04-2004,10236,23,52.7,1936 Harley Davidson El Knucklehead,Motorcycles,24.23,Philadelphia,USA,1212,557.29,654.81,1212.1
03-04-2004,10236,36,65.51,1960 BSA Gold Star DBD34,Motorcycles,37.32,Philadelphia,USA,2358,1343.52,1014.84,2358.36
05-04-2004,10237,23,91.87,1969 Harley Davidson Ultimate Chopper,Motorcycles,48.81,NYC,USA,2113,1122.63,990.38,2113.01
05-04-2004,10237,39,158.8,2003 Harley-Davidson Eagle Drag Bike,Motorcycles,91.02,NYC,USA,6193,3549.78,2643.42,6193.2
05-04-2004,10237,32,129.53,2002 Suzuki XREO,Motorcycles,66.27,NYC,USA,4145,2120.64,2024.32,4144.96
05-04-2004,10237,26,49.74,1957 Vespa GS150,Motorcycles,32.95,NYC,USA,1293,856.7,436.54,1293.24
05-04-2004,10237,20,109.32,1997 BMW R 1100 S,Motorcycles,60.86,NYC,USA,2186,1217.2,969.2,2186.4
05-04-2004,10237,26,62.33,1982 Ducati 900 Monster,Motorcycles,47.1,NYC,USA,1621,1224.6,395.98,1620.58
05-04-2004,10237,26,35,1982 Ducati 996 R,Motorcycles,24.14,NYC,USA,910,627.64,282.36,910
05-04-2004,10237,27,94.91,1974 Ducati 350 Mk3 Desmo,Motorcycles,56.13,NYC,USA,2563,1515.51,1047.06,2562.57
05-04-2004,10237,20,78.92,2002 Yamaha YZR M1,Motorcycles,34.17,NYC,USA,1578,683.4,895,1578.4
09-04-2004,10238,28,161.49,1968 Ford Mustang,Classic Cars,95.34,Kobenhavn,Denmark,4522,2669.52,1852.2,4521.72
09-04-2004,10238,29,104.52,1968 Dodge Charger,Classic Cars,75.16,Kobenhavn,Denmark,3031,2179.64,851.44,3031.08
09-04-2004,10238,20,73.42,1970 Plymouth Hemi Cuda,Classic Cars,31.92,Kobenhavn,Denmark,1468,638.4,830,1468.4
09-04-2004,10238,41,68.35,1969 Dodge Super Bee,Classic Cars,49.05,Kobenhavn,Denmark,2802,2011.05,791.3,2802.35
09-04-2004,10238,49,144.05,1976 Ford Gran Torino,Classic Cars,73.49,Kobenhavn,Denmark,7058,3601.01,3457.44,7058.45
09-04-2004,10238,44,120.53,1957 Corvette Convertible,Classic Cars,69.93,Kobenhavn,Denmark,5303,3076.92,2226.4,5303.32
09-04-2004,10238,47,53.88,1971 Alpine Renault 1600s,Classic Cars,38.58,Kobenhavn,Denmark,2532,1813.26,719.1,2532.36
09-04-2004,10238,22,67.91,1961 Chevrolet Impala,Classic Cars,32.33,Kobenhavn,Denmark,1494,711.26,782.76,1494.02
12-04-2004,10239,21,100.19,1969 Dodge Charger,Classic Cars,58.73,Oulu,Finland,2104,1233.33,870.66,2103.99
12-04-2004,10239,46,70.07,1948 Porsche 356-A Roadster,Classic Cars,53.9,Oulu,Finland,3223,2479.4,743.82,3223.22
12-04-2004,10239,47,135.47,1992 Ferrari 360 Spider red,Classic Cars,77.9,Oulu,Finland,6367,3661.3,2705.79,6367.09
12-04-2004,10239,20,32.47,1982 Lamborghini Diablo,Classic Cars,16.24,Oulu,Finland,649,324.8,324.6,649.4
12-04-2004,10239,29,133.41,1956 Porsche 356A Coupe,Classic Cars,98.3,Oulu,Finland,3869,2850.7,1018.19,3868.89
13-04-2004,10240,41,125.97,1993 Mazda RX-7,Classic Cars,83.51,Kita-ku,Japan,5165,3423.91,1740.86,5164.77
13-04-2004,10240,37,136.56,1995 Honda Civic,Classic Cars,93.89,Kita-ku,Japan,5053,3473.93,1578.79,5052.72
13-04-2004,10240,37,134.22,1948 Porsche Type 356 Roadster,Classic Cars,62.16,Kita-ku,Japan,4966,2299.92,2666.22,4966.14
13-04-2004,10241,21,119.46,1965 Aston Martin DB5,Classic Cars,65.96,Strasbourg,France,2509,1385.16,1123.5,2508.66
13-04-2004,10241,41,153,1917 Grand Touring Sedan,Vintage Cars,86.7,Strasbourg,France,6273,3554.7,2718.3,6273
13-04-2004,10241,33,55.7,1911 Ford Town Car,Vintage Cars,33.3,Strasbourg,France,1838,1098.9,739.2,1838.1
13-04-2004,10241,44,126.72,1999 Indy 500 Monte Carlo SS,Classic Cars,56.76,Strasbourg,France,5576,2497.44,3078.24,5575.68
13-04-2004,10241,42,77.31,1932 Alfa Romeo 8C2300 Spider Sport,Vintage Cars,43.26,Strasbourg,France,3247,1816.92,1430.1,3247.02
13-04-2004,10241,30,62.72,1957 Ford Thunderbird,Classic Cars,34.21,Strasbourg,France,1882,1026.3,855.3,1881.6
13-04-2004,10241,22,72.02,1970 Chevy Chevelle SS 454,Classic Cars,49.24,Strasbourg,France,1584,1083.28,501.16,1584.44
13-04-2004,10241,21,47.29,1966 Shelby Cobra 427 S/C,Classic Cars,29.18,Strasbourg,France,993,612.78,380.31,993.09
13-04-2004,10241,47,89.05,1949 Jaguar XK 120,Classic Cars,47.25,Strasbourg,France,4185,2220.75,1964.6,4185.35
13-04-2004,10241,28,117.44,1952 Citroen-15CV,Classic Cars,72.82,Strasbourg,France,3288,2038.96,1249.36,3288.32
13-04-2004,10241,26,69.34,1969 Chevrolet Camaro Z28,Classic Cars,50.51,Strasbourg,France,1803,1313.26,489.58,1802.84
13-04-2004,10241,27,107.08,2002 Chevy Corvette,Classic Cars,62.11,Strasbourg,France,2891,1676.97,1214.19,2891.16
20-04-2004,10242,46,36.52,1936 Mercedes Benz 500k Roadster,Vintage Cars,21.75,NYC,USA,1680,1000.5,679.42,1679.92
26-04-2004,10243,47,111.87,1932 Model A Ford J-Coupe,Vintage Cars,58.48,Boston,USA,5258,2748.56,2509.33,5257.89
26-04-2004,10243,33,30.87,1939 Chevrolet Deluxe Coupe,Vintage Cars,22.57,Boston,USA,1019,744.81,273.9,1018.71
29-04-2004,10244,40,99.66,1937 Lincoln Berline,Vintage Cars,60.62,Madrid,Spain,3986,2424.8,1561.6,3986.4
29-04-2004,10244,20,48.52,1936 Mercedes-Benz 500K Special Roadster,Vintage Cars,24.26,Madrid,Spain,970,485.2,485.2,970.4
29-04-2004,10244,43,141.75,1928 Mercedes-Benz SSK,Vintage Cars,72.56,Madrid,Spain,6095,3120.08,2975.17,6095.25
29-04-2004,10244,30,87.13,1913 Ford Model T Speedster,Vintage Cars,60.78,Madrid,Spain,2614,1823.4,790.5,2613.9
29-04-2004,10244,24,54.96,1934 Ford V8 Coupe,Vintage Cars,34.35,Madrid,Spain,1319,824.4,494.64,1319.04
29-04-2004,10244,29,85.87,18th Century Vintage Horse Carriage,Vintage Cars,60.74,Madrid,Spain,2490,1761.46,728.77,2490.23
29-04-2004,10244,36,87.3,1917 Maxwell Touring Car,Vintage Cars,57.54,Madrid,Spain,3143,2071.44,1071.36,3142.8
29-04-2004,10244,39,42.11,1938 Cadillac V-16 Presidential Limousine,Vintage Cars,20.61,Madrid,Spain,1642,803.79,838.5,1642.29
29-04-2004,10244,40,97.39,1936 Chrysler Airflow,Vintage Cars,57.46,Madrid,Spain,3896,2298.4,1597.2,3895.6
04-05-2004,10245,34,195.01,1952 Alpine Renault 1300,Classic Cars,98.58,New Haven,USA,6630,3351.72,3278.62,6630.34
04-05-2004,10245,28,147.74,1962 LanciaA Delta 16V,Classic Cars,103.42,New Haven,USA,4137,2895.76,1240.96,4136.72
04-05-2004,10245,38,120.27,1958 Setra Bus,Trucks and Buses,77.9,New Haven,USA,4570,2960.2,1610.06,4570.26
04-05-2004,10245,29,114.34,1940 Ford Pickup Truck,Trucks and Buses,58.33,New Haven,USA,3316,1691.57,1624.29,3315.86
04-05-2004,10245,21,111.39,1940s Ford truck,Trucks and Buses,84.76,New Haven,USA,2339,1779.96,559.23,2339.19
04-05-2004,10245,45,48.8,1939 Cadillac Limousine,Vintage Cars,23.14,New Haven,USA,2196,1041.3,1154.7,2196
04-05-2004,10245,37,81.86,1980’s GM Manhattan Express,Trucks and Buses,53.93,New Haven,USA,3029,1995.41,1033.41,3028.82
04-05-2004,10245,44,54.94,1996 Peterbilt 379 Stake Bed with Outrigger,Trucks and Buses,33.61,New Haven,USA,2417,1478.84,938.52,2417.36
04-05-2004,10245,44,81.93,1982 Camaro Z28,Classic Cars,46.53,New Haven,USA,3605,2047.32,1557.6,3604.92
05-05-2004,10246,46,99.54,1957 Chevy Pickup,Trucks and Buses,55.7,Madrid,Spain,4579,2562.2,2016.64,4578.84
05-05-2004,10246,40,144.08,1998 Chrysler Plymouth Prowler,Classic Cars,101.51,Madrid,Spain,5763,4060.4,1702.8,5763.2
05-05-2004,10246,22,100.64,1964 Mercedes Tour Bus,Trucks and Buses,74.86,Madrid,Spain,2214,1646.92,567.16,2214.08
05-05-2004,10246,30,57.73,1926 Ford Fire Engine,Trucks and Buses,24.92,Madrid,Spain,1732,747.6,984.3,1731.9
05-05-2004,10246,36,145.63,1992 Ferrari 360 Spider red,Classic Cars,77.9,Madrid,Spain,5243,2804.4,2438.28,5242.68
05-05-2004,10246,44,46.24,1970 Dodge Coronet,Classic Cars,32.37,Madrid,Spain,2035,1424.28,610.28,2034.56
05-05-2004,10246,29,118.84,1962 Volkswagen Microbus,Trucks and Buses,61.34,Madrid,Spain,3446,1778.86,1667.5,3446.36
05-05-2004,10246,49,34.65,1958 Chevy Corvette Limited Edition,Classic Cars,15.91,Madrid,Spain,1698,779.59,918.26,1697.85
05-05-2004,10246,46,100.54,1992 Porsche Cayenne Turbo Silver,Classic Cars,69.78,Madrid,Spain,4625,3209.88,1414.96,4624.84
05-05-2004,10246,35,45.45,1954 Greyhound Scenicruiser,Trucks and Buses,25.98,Madrid,Spain,1591,909.3,681.45,1590.75
05-05-2004,10246,22,113.44,Diamond T620 Semi-Skirted Tanker,Trucks and Buses,68.29,Madrid,Spain,2496,1502.38,993.3,2495.68
05-05-2004,10247,44,195.33,2001 Ferrari Enzo,Classic Cars,95.59,Espoo,Finland,8595,4205.96,4388.56,8594.52
05-05-2004,10247,25,140.5,1969 Corvair Monza,Classic Cars,89.14,Espoo,Finland,3512,2228.5,1284,3512.5
05-05-2004,10247,27,167.83,1969 Ford Falcon,Classic Cars,83.05,Espoo,Finland,4531,2242.35,2289.06,4531.41
05-05-2004,10247,48,143.62,1970 Triumph Spitfire,Classic Cars,91.92,Espoo,Finland,6894,4412.16,2481.6,6893.76
05-05-2004,10247,40,58.41,1950's Chicago Surface Lines Streetcar,Trains,26.72,Espoo,Finland,2336,1068.8,1267.6,2336.4
05-05-2004,10247,49,51.55,1962 City of Detroit Streetcar,Trains,37.49,Espoo,Finland,2526,1837.01,688.94,2525.95
07-05-2004,10248,20,126.48,1972 Alfa Romeo GTA,Classic Cars,85.68,NYC,USA,2530,1713.6,816,2529.6
07-05-2004,10248,21,80.86,1999 Yamaha Speed Boat,Ships,51.61,NYC,USA,1698,1083.81,614.25,1698.06
07-05-2004,10248,32,133.86,1903 Ford Model A,Vintage Cars,68.3,NYC,USA,4284,2185.6,2097.92,4283.52
07-05-2004,10248,42,95.8,Collectable Wooden Train,Trains,67.56,NYC,USA,4024,2837.52,1186.08,4023.6
07-05-2004,10248,42,87.77,1904 Buick Runabout,Vintage Cars,52.66,NYC,USA,3686,2211.72,1474.62,3686.34
07-05-2004,10248,48,122.89,18th century schooner,Ships,82.34,NYC,USA,5899,3952.32,1946.4,5898.72
07-05-2004,10248,30,85.85,1912 Ford Model T Delivery Wagon,Vintage Cars,46.91,NYC,USA,2576,1407.3,1168.2,2575.5
07-05-2004,10248,23,83.02,1940 Ford Delivery Sedan,Vintage Cars,48.64,NYC,USA,1909,1118.72,790.74,1909.46
07-05-2004,10248,36,66,The Schooner Bluenose,Ships,34,NYC,USA,2376,1224,1152,2376
07-05-2004,10248,40,81.41,The Mayflower,Ships,43.3,NYC,USA,3256,1732,1524.4,3256.4
07-05-2004,10248,32,69.39,The USS Constitution Ship,Ships,33.97,NYC,USA,2220,1087.04,1133.44,2220.48
07-05-2004,10248,30,84.14,The Titanic,Ships,51.09,NYC,USA,2524,1532.7,991.5,2524.2
07-05-2004,10248,35,92.36,The Queen Mary,Ships,53.63,NYC,USA,3233,1877.05,1355.55,3232.6
07-05-2004,10248,23,53.51,Pont Yacht,Ships,33.3,NYC,USA,1231,765.9,464.83,1230.73
08-05-2004,10249,46,88.93,1941 Chevrolet Special Deluxe Cabriolet,Vintage Cars,64.58,Cambridge,USA,4091,2970.68,1120.1,4090.78
08-05-2004,10249,20,54.81,1900s Vintage Bi-Plane,Planes,34.25,Cambridge,USA,1096,685,411.2,1096.2
08-05-2004,10249,25,65.75,1937 Horch 930V Limousine,Vintage Cars,26.3,Cambridge,USA,1644,657.5,986.25,1643.75
08-05-2004,10249,40,85.99,HMS Bounty,Ships,39.83,Cambridge,USA,3440,1593.2,1846.4,3439.6
08-05-2004,10249,32,49.16,Boeing X-32A JSF,Planes,32.77,Cambridge,USA,1573,1048.64,524.48,1573.12
11-05-2004,10250,45,148.23,1980s Black Hawk Helicopter,Planes,77.27,San Jose,USA,6670,3477.15,3193.2,6670.35
11-05-2004,10250,27,84.48,P-51-D Mustang,Planes,49,San Jose,USA,2281,1323,957.96,2280.96
11-05-2004,10250,31,95.2,1928 British Royal Navy Airplane,Planes,66.74,San Jose,USA,2951,2068.94,882.26,2951.2
11-05-2004,10250,32,63.22,1960 BSA Gold Star DBD34,Motorcycles,37.32,San Jose,USA,2023,1194.24,828.8,2023.04
11-05-2004,10250,40,61.42,Corsair F4U ( Bird Cage),Planes,29.34,San Jose,USA,2457,1173.6,1283.2,2456.8
11-05-2004,10250,37,72.45,1900s Vintage Tri-Plane,Planes,36.23,San Jose,USA,2681,1340.51,1340.14,2680.65
11-05-2004,10250,31,99.89,1997 BMW F650 ST,Motorcycles,66.92,San Jose,USA,3097,2074.52,1022.07,3096.59
11-05-2004,10250,50,62.6,1928 Ford Phaeton Deluxe,Vintage Cars,33.02,San Jose,USA,3130,1651,1479,3130
11-05-2004,10250,36,36.66,1930 Buick Marquette Phaeton,Vintage Cars,27.06,San Jose,USA,1320,974.16,345.6,1319.76
11-05-2004,10250,31,91.34,American Airlines: B767-300,Planes,51.15,San Jose,USA,2832,1585.65,1245.89,2831.54
11-05-2004,10250,35,90.75,America West Airlines B757-200,Planes,68.8,San Jose,USA,3176,2408,768.25,3176.25
11-05-2004,10250,44,98.48,ATA: B757-300,Planes,59.33,San Jose,USA,4333,2610.52,1722.6,4333.12
11-05-2004,10250,44,76,F/A 18 Hornet 1/72,Planes,54.4,San Jose,USA,3344,2393.6,950.4,3344
11-05-2004,10250,38,65.89,American Airlines: MD-11S,Planes,36.27,San Jose,USA,2504,1378.26,1125.56,2503.82
18-05-2004,10251,59,93.79,1969 Harley Davidson Ultimate Chopper,Motorcycles,48.81,Newark,USA,5534,2879.79,2653.82,5533.61
18-05-2004,10251,44,115.37,1996 Moto Guzzi 1100i,Motorcycles,68.99,Newark,USA,5076,3035.56,2040.72,5076.28
18-05-2004,10251,43,172.36,2003 Harley-Davidson Eagle Drag Bike,Motorcycles,91.02,Newark,USA,7411,3913.86,3497.62,7411.48
18-05-2004,10251,46,129.53,2002 Suzuki XREO,Motorcycles,66.27,Newark,USA,5958,3048.42,2909.96,5958.38
18-05-2004,10251,44,58.15,1936 Harley Davidson El Knucklehead,Motorcycles,24.23,Newark,USA,2559,1066.12,1492.48,2558.6
18-05-2004,10251,50,91.29,1997 BMW R 1100 S,Motorcycles,60.86,Newark,USA,4564,3043,1521.5,4564.5
26-05-2004,10252,20,74.78,1969 Dodge Super Bee,Classic Cars,49.05,Paris,France,1496,981,514.6,1495.6
26-05-2004,10252,41,145.52,1976 Ford Gran Torino,Classic Cars,73.49,Paris,France,5966,3013.09,2953.23,5966.32
26-05-2004,10252,31,50.36,1957 Vespa GS150,Motorcycles,32.95,Paris,France,1561,1021.45,539.71,1561.16
26-05-2004,10252,26,127.97,1957 Corvette Convertible,Classic Cars,69.93,Paris,France,3327,1818.18,1509.04,3327.22
26-05-2004,10252,47,63.03,1982 Ducati 900 Monster,Motorcycles,47.1,Paris,France,2962,2213.7,748.71,2962.41
26-05-2004,10252,38,69.52,1961 Chevrolet Impala,Classic Cars,32.33,Paris,France,2642,1228.54,1413.22,2641.76
26-05-2004,10252,36,36.21,1982 Ducati 996 R,Motorcycles,24.14,Paris,France,1304,869.04,434.52,1303.56
26-05-2004,10252,25,93.89,1974 Ducati 350 Mk3 Desmo,Motorcycles,56.13,Paris,France,2347,1403.25,944,2347.25
26-05-2004,10252,48,72.41,2002 Yamaha YZR M1,Motorcycles,34.17,Paris,France,3476,1640.16,1835.52,3475.68
01-06-2004,10253,24,157.6,1968 Ford Mustang,Classic Cars,95.34,Liverpool,UK,3782,2288.16,1494.24,3782.4
01-06-2004,10253,22,102.17,1968 Dodge Charger,Classic Cars,75.16,Liverpool,UK,2248,1653.52,594.22,2247.74
01-06-2004,10253,25,67.03,1970 Plymouth Hemi Cuda,Classic Cars,31.92,Liverpool,UK,1676,798,877.75,1675.75
01-06-2004,10253,41,109.4,1969 Dodge Charger,Classic Cars,58.73,Liverpool,UK,4485,2407.93,2077.47,4485.4
01-06-2004,10253,26,130.22,1993 Mazda RX-7,Classic Cars,83.51,Liverpool,UK,3386,2171.26,1214.46,3385.72
01-06-2004,10253,24,103.29,1965 Aston Martin DB5,Classic Cars,65.96,Liverpool,UK,2479,1583.04,895.92,2478.96
01-06-2004,10253,23,67.76,1948 Porsche 356-A Roadster,Classic Cars,53.9,Liverpool,UK,1558,1239.7,318.78,1558.48
01-06-2004,10253,33,130.87,1995 Honda Civic,Classic Cars,93.89,Liverpool,UK,4319,3098.37,1220.34,4318.71
01-06-2004,10253,37,114.84,1999 Indy 500 Monte Carlo SS,Classic Cars,56.76,Liverpool,UK,4249,2100.12,2148.96,4249.08
01-06-2004,10253,40,145.63,1992 Ferrari 360 Spider red,Classic Cars,77.9,Liverpool,UK,5825,3116,2709.2,5825.2
01-06-2004,10253,31,139.87,1948 Porsche Type 356 Roadster,Classic Cars,62.16,Liverpool,UK,4336,1926.96,2409.01,4335.97
01-06-2004,10253,40,34.74,1982 Lamborghini Diablo,Classic Cars,16.24,Liverpool,UK,1390,649.6,740,1389.6
01-06-2004,10253,24,50.82,1971 Alpine Renault 1600s,Classic Cars,38.58,Liverpool,UK,1220,925.92,293.76,1219.68
01-06-2004,10253,39,115.15,1956 Porsche 356A Coupe,Classic Cars,98.3,Liverpool,UK,4491,3833.7,657.15,4490.85
03-06-2004,10254,49,137.7,1917 Grand Touring Sedan,Vintage Cars,86.7,Auckland  ,New Zealand,6747,4248.3,2499,6747.3
03-06-2004,10254,36,55.09,1911 Ford Town Car,Vintage Cars,33.3,Auckland  ,New Zealand,1983,1198.8,784.44,1983.24
03-06-2004,10254,41,102.98,1932 Model A Ford J-Coupe,Vintage Cars,58.48,Auckland  ,New Zealand,4222,2397.68,1824.5,4222.18
03-06-2004,10254,34,80.99,1932 Alfa Romeo 8C2300 Spider Sport,Vintage Cars,43.26,Auckland  ,New Zealand,2754,1470.84,1282.82,2753.66
03-06-2004,10254,30,59.87,1957 Ford Thunderbird,Classic Cars,34.21,Auckland  ,New Zealand,1796,1026.3,769.8,1796.1
03-06-2004,10254,34,66.88,1970 Chevy Chevelle SS 454,Classic Cars,49.24,Auckland  ,New Zealand,2274,1674.16,599.76,2273.92
03-06-2004,10254,32,43.27,1966 Shelby Cobra 427 S/C,Classic Cars,29.18,Auckland  ,New Zealand,1385,933.76,450.88,1384.64
03-06-2004,10254,38,28.88,1939 Chevrolet Deluxe Coupe,Vintage Cars,22.57,Auckland  ,New Zealand,1097,857.66,239.78,1097.44
03-06-2004,10254,31,85.42,1949 Jaguar XK 120,Classic Cars,47.25,Auckland  ,New Zealand,2648,1464.75,1183.27,2648.02
03-06-2004,10254,33,111.57,1952 Citroen-15CV,Classic Cars,72.82,Auckland  ,New Zealand,3682,2403.06,1278.75,3681.81
03-06-2004,10254,42,69.34,1969 Chevrolet Camaro Z28,Classic Cars,50.51,Auckland  ,New Zealand,2912,2121.42,790.86,2912.28
03-06-2004,10254,49,101.73,2002 Chevy Corvette,Classic Cars,62.11,Auckland  ,New Zealand,4985,3043.39,1941.38,4984.77
03-06-2004,10254,20,39.8,1936 Mercedes Benz 500k Roadster,Vintage Cars,21.75,Auckland  ,New Zealand,796,435,361,796
04-06-2004,10255,24,135,1928 Mercedes-Benz SSK,Vintage Cars,72.56,Strasbourg,France,3240,1741.44,1498.56,3240
04-06-2004,10255,37,37.63,1938 Cadillac V-16 Presidential Limousine,Vintage Cars,20.61,Strasbourg,France,1392,762.57,629.74,1392.31
08-06-2004,10256,34,93.49,1937 Lincoln Berline,Vintage Cars,60.62,Kobenhavn,Denmark,3179,2061.08,1117.58,3178.66
08-06-2004,10256,29,52.83,1936 Mercedes-Benz 500K Special Roadster,Vintage Cars,24.26,Kobenhavn,Denmark,1532,703.54,828.53,1532.07
14-06-2004,10257,50,92.19,1913 Ford Model T Speedster,Vintage Cars,60.78,San Jose,USA,4610,3039,1570.5,4609.5
14-06-2004,10257,49,59.34,1934 Ford V8 Coupe,Vintage Cars,34.35,San Jose,USA,2908,1683.15,1224.51,2907.66
14-06-2004,10257,37,83.78,18th Century Vintage Horse Carriage,Vintage Cars,60.74,San Jose,USA,3100,2247.38,852.48,3099.86
14-06-2004,10257,26,91.27,1917 Maxwell Touring Car,Vintage Cars,57.54,San Jose,USA,2373,1496.04,876.98,2373.02
